id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1.1888977878240623,0.1132521458150624,0.061001635209667116,0.6195168644805163,0.08272787943192203,0.10995371858834774,0.07507195343483031,0.9693087684080367,0.12829372828021116,0.046341439469912024,0.10273139870824134,0.8318114566057483,0.04728936816451227,0.0,0.6923151493583014,0.10970497885341252,0.3353375576298481,0.24388891130376467,0.11250682204716546,0.06421717926344721
1,0.1132521458150624,0.5855022119099254,0.4785525022311335,0.11580931713667952,0.095540048532917,0.16494930960777138,0.008094262405894764,0.0653703438153012,0.4166154016213741,0.4233231013240988,0.11976808574137413,0.17315552783924767,0.05701754385964914,0.3204307107565881,0.0017981584528762751,0.14095475117573925,0.12043406018116098,0.1970251831210116,0.06695638178013842,0.18772629520349363
2,0.061001635209667116,0.4785525022311335,0.9885405814362216,0.09417901091817012,0.11438121346104294,0.1450283859763882,0.2454032258209186,0.09890900371658073,0.4950282029786811,0.5713028196525721,0.045046406285376026,0.2883202337224904,0.08362246858940195,0.45890069819670276,0.11322423706324637,0.310028713859525,0.07850680635106282,0.07572573801603821,0.02023440955329501,0.16652617486708698
3,0.6195168644805163,0.11580931713667952,0.09417901091817012,0.8809650435991263,0.028854060803676165,0.07331312918492794,0.20003558893260368,0.820783173749654,0.048309950544933956,0.13086729558817492,0.22279412247979108,0.728909772009552,0.06962435740813326,0.016441288063041154,0.5467992847406551,0.10407054629649146,0.2728521855889732,0.19958760259324496,0.10680895757607267,0.212453227058477
4,0.08272787943192203,0.095540048532917,0.11438121346104294,0.028854060803676165,0.0857486262087061,0.08618943802127407,0.014017800399991454,0.06878059991689855,0.12667480291507904,0.07446287802919438,0.013207650115002741,0.055090045329292014,0.004666443199408171,0.07056353646926841,0.04211267459488977,0.006907909463256444,0.02031698333345781,0.05570504508907891,0.006279178898851003,0.05093382988204441
5,0.10995371858834774,0.16494930960777138,0.1450283859763882,0.07331312918492794,0.08618943802127407,0.23674290016152197,0.012209632704675696,0.17153840303292867,0.2771660299825725,0.13243507064503265,0.008770512860794402,0.19990786797958282,0.021381578947368425,0.099092160151801,0.1939483302933655,0.008571437323081008,0.05585450427861068,0.0895449395780832,0.054494882867685855,0.09786235851271942
6,0.07507195343483031,0.008094262405894764,0.2454032258209186,0.20003558893260368,0.014017800399991454,0.012209632704675696,0.3922349282795095,0.257150672152072,0.020138770295602532,0.14898421983271937,0.05663414938966873,0.29809216946960543,0.1041640416640192,0.02890854877393815,0.2016732800113883,0.07389176531791693,0.09923791706802826,0.07051791400391477,0.08530281092799884,0.16331764631920134
7,0.9693087684080367,0.0653703438153012,0.09890900371658073,0.820783173749654,0.06878059991689855,0.17153840303292867,0.257150672152072,1.3358605525820024,0.11380797260662354,0.17162935900068002,0.14357638005729584,0.9431481799643923,0.09730441632514408,0.0,0.7164536097780271,0.11578885111440103,0.32864969305412367,0.24644448407698827,0.15372765103266114,0.21055094550173617
8,0.12829372828021116,0.4166154016213741,0.4950282029786811,0.048309950544933956,0.12667480291507904,0.2771660299825725,0.020138770295602532,0.11380797260662354,0.695433283111378,0.4578058111259587,0.058364309782349924,0.16569504655385095,0.09265350877192984,0.39431539850682445,0.12395946916305417,0.05399343488925451,0.055677282170914374,0.14552557908278088,0.11431960175436158,0.23491090159568012
9,0.046341439469912024,0.4233231013240988,0.5713028196525721,0.13086729558817492,0.07446287802919438,0.13243507064503265,0.14898421983271937,0.17162935900068002,0.4578058111259587,0.5764890363462722,0.09319536837385119,0.1913677643774819,0.13389661416790388,0.3641294099331091,0.02981303688731683,0.18932606850871556,0.02514436385702089,0.13729346921472577,0.12543586723848624,0.2789076555870525
10,0.10273139870824134,0.11976808574137413,0.045046406285376026,0.22279412247979108,0.013207650115002741,0.008770512860794402,0.05663414938966873,0.14357638005729584,0.058364309782349924,0.09319536837385119,0.17667216366214974,0.27236264521697756,0.013683422034103521,0.06065874739381253,0.10827577883331818,0.03868462615050675,0.05646970109165378,0.10535232103819699,0.028882774612090868,0.12272897218607526
11,0.8318114566057483,0.17315552783924767,0.2883202337224904,0.728909772009552,0.055090045329292014,0.19990786797958282,0.29809216946960543,0.9431481799643923,0.16569504655385095,0.1913677643774819,0.27236264521697756,1.5541082908477566,0.10882683883119752,0.051023503087391196,1.00551695290167,0.2134860167458845,0.2586613647660972,0.2060414429705777,0.11317044479051062,0.2101811691128248
12,0.04728936816451227,0.05701754385964914,0.08362246858940195,0.06962435740813326,0.004666443199408171,0.021381578947368425,0.1041640416640192,0.09730441632514408,0.09265350877192984,0.13389661416790388,0.013683422034103521,0.10882683883119752,0.13548426840302377,0.05967123691581897,0.07058322899360077,0.04116337969068457,0.02333356812431435,0.027285857605263614,0.07861247052436682,0.13744464311760418
13,0.0,0.3204307107565881,0.45890069819670276,0.016441288063041154,0.07056353646926841,0.099092160151801,0.02890854877393815,0.0,0.39431539850682445,0.3641294099331091,0.06065874739381253,0.051023503087391196,0.05967123691581897,0.3593128023051403,0.0070765148164529,0.05076651970680902,0.014593029791238016,0.07552654749001304,0.03553000147427393,0.12689827858828748
14,0.6923151493583014,0.0017981584528762751,0.11322423706324637,0.5467992847406551,0.04211267459488977,0.1939483302933655,0.2016732800113883,0.7164536097780271,0.12395946916305417,0.02981303688731683,0.10827577883331818,1.00551695290167,0.07058322899360077,0.0070765148164529,0.9431188471005852,0.016879847397820308,0.1662587081898051,0.10453995838907222,0.06601653691457833,0.09350589061524746
15,0.10970497885341252,0.14095475117573925,0.310028713859525,0.10407054629649146,0.006907909463256444,0.008571437323081008,0.07389176531791693,0.11578885111440103,0.05399343488925451,0.18932606850871556,0.03868462615050675,0.2134860167458845,0.04116337969068457,0.05076651970680902,0.016879847397820308,0.32286811208270616,0.03096215453814657,0.0141599252744048,0.013157894736842108,0.10207866226610274
16,0.3353375576298481,0.12043406018116098,0.07850680635106282,0.2728521855889732,0.02031698333345781,0.05585450427861068,0.09923791706802826,0.32864969305412367,0.055677282170914374,0.02514436385702089,0.05646970109165378,0.2586613647660972,0.02333356812431435,0.014593029791238016,0.1662587081898051,0.03096215453814657,0.24502531757636303,0.10971754306714183,0.07530473485241823,0.03250222304576841
17,0.24388891130376467,0.1970251831210116,0.07572573801603821,0.19958760259324496,0.05570504508907891,0.0895449395780832,0.07051791400391477,0.24644448407698827,0.14552557908278088,0.13729346921472577,0.10535232103819699,0.2060414429705777,0.027285857605263614,0.07552654749001304,0.10453995838907222,0.0141599252744048,0.10971754306714183,0.2187255352276087,0.07074803673101732,0.11807936371628573
18,0.11250682204716546,0.06695638178013842,0.02023440955329501,0.10680895757607267,0.006279178898851003,0.054494882867685855,0.08530281092799884,0.15372765103266114,0.11431960175436158,0.12543586723848624,0.028882774612090868,0.11317044479051062,0.07861247052436682,0.03553000147427393,0.06601653691457833,0.013157894736842108,0.07530473485241823,0.07074803673101732,0.11771370724758831,0.1162832282018665
19,0.06421717926344721,0.18772629520349363,0.16652617486708698,0.212453227058477,0.05093382988204441,0.09786235851271942,0.16331764631920134,0.21055094550173617,0.23491090159568012,0.2789076555870525,0.12272897218607526,0.2101811691128248,0.13744464311760418,0.12689827858828748,0.09350589061524746,0.10207866226610274,0.03250222304576841,0.11807936371628573,0.1162832282018665,0.3226097676694911
